psgc_code,name,province,geographic_level,income_classification,population_2024
1907007000,Tandubas,Tawi-Tawi,Mun,1st,34702
1907008000,Turtle Islands,Tawi-Tawi,Mun,5th,7665
1907009000,Languyan,Tawi-Tawi,Mun,1st,41587
1907010000,Sapa-Sapa,Tawi-Tawi,Mun,2nd,37129
1907011000,Sibutu,Tawi-Tawi,Mun,3rd,38070
1908701000,Barira,Maguindanao del Norte,Mun,2nd,43301
1908702000,Buldon,Maguindanao del Norte,Mun,1st,45676
1908703000,City of Cotabato,Maguindanao del Norte,City,1st,383383
1908704000,Datu Blah T. Sinsuat,Maguindanao del Norte,Mun,3rd,32088
1908705000,Datu Odin Sinsuat,Maguindanao del Norte,Mun,1st,152907
1908706000,Kabuntalan,Maguindanao del Norte,Mun,4th,31863
1908707000,Matanog,Maguindanao del Norte,Mun,3rd,41146
1908708000,Northern Kabuntalan,Maguindanao del Norte,Mun,4th,30332
1908709000,Parang,Maguindanao del Norte,Mun,1st,123209
1908710000,Sultan Kudarat,Maguindanao del Norte,Mun,1st,124965
1908711000,Sultan Mastura,Maguindanao del Norte,Mun,3rd,30828
1908712000,Talitay,Maguindanao del Norte,Mun,4th,19750
1908713000,Upi,Maguindanao del Norte,Mun,1st,65363
1908801000,Ampatuan,Maguindanao del Sur,Mun,2nd,31560
1908802000,Buluan,Maguindanao del Sur,Mun,1st,60931
1908803000,Datu Abdullah Sangki,Maguindanao del Sur,Mun,2nd,35274
1908804000,Datu Anggal Midtimbang,Maguindanao del Sur,Mun,4th,35243
1908805000,Datu Hoffer Ampatuan,Maguindanao del Sur,Mun,4th,27678
1908806000,Datu Paglas,Maguindanao del Sur,Mun,3rd,38446
1908807000,Datu Piang,Maguindanao del Sur,Mun,2nd,31063
1908808000,Datu Salibo,Maguindanao del Sur,Mun,4th,21295
1908809000,Datu Saudi Ampatuan,Maguindanao del Sur,Mun,4th,33374
1908810000,Datu Unsay,Maguindanao del Sur,Mun,4th,17186
1908811000,Gen. S.K. Pendatun,Maguindanao del Sur,Mun,2nd,33710
1908812000,Guindulungan,Maguindanao del Sur,Mun,4th,28471
1908813000,Mamasapano,Maguindanao del Sur,Mun,4th,32831
1908814000,Mangudadatu,Maguindanao del Sur,Mun,3rd,28511
1908815000,Pagagawan,Maguindanao del Sur,Mun,2nd,42181
1908816000,Pagalungan,Maguindanao del Sur,Mun,1st,49326
1908817000,Paglat,Maguindanao del Sur,Mun,4th,21317
1908818000,Pandag,Maguindanao del Sur,Mun,4th,29244
1908819000,Rajah Buayan,Maguindanao del Sur,Mun,4th,31329
1908820000,Shariff Aguak,Maguindanao del Sur,Mun,2nd,37437
1908821000,Shariff Saydona Mustapha,Maguindanao del Sur,Mun,4th,29707
1908822000,South Upi,Maguindanao del Sur,Mun,2nd,50018
1908823000,Sultan Sa Barongis,Maguindanao del Sur,Mun,3rd*,27929
1908824000,Talayan,Maguindanao del Sur,Mun,3rd,39182
1999901000,Kapalawan,,Mun,,29191
1999902000,Old Kaabakan,,Mun,,16181
1999903000,Kadayangan,,Mun,,26099
1999904000,Nabalawag,,Mun,,25500
1999905000,Pahamuddin,,Mun,,19262
1999906000,Malidegao,,Mun,,36427
1999907000,Ligawasan,,Mun,,28322
1999908000,Tugunan,,Mun,,33721
